p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
SOD1	1.32420117537921e-287	0.5653009062766	0.712	0.627	2.84332476377423e-283	2	SOD1
TOB1	3.78685891073463e-273	0.377503375218083	0.498	0.331	8.13114345312939e-269	2	TOB1
CXCR3	1.64067076210808e-272	0.334196953912687	0.252	0.116	3.52284826039848e-268	2	CXCR3
TNFRSF9	2.8324137111212e-266	0.444291723057517	0.283	0.14	6.08175872051943e-262	2	TNFRSF9
RGS10	8.11950187081424e-257	0.321203816676005	0.341	0.188	1.74341944170123e-252	2	RGS10
SPOCK2	1.18576203345463e-256	0.387178005997736	0.46	0.296	2.54606823823379e-252	2	SPOCK2
TSPYL2	1.09258198217207e-255	0.359956747200916	0.736	0.6	2.34599203211988e-251	2	TSPYL2
BCL2	3.93879703089096e-254	0.352894766509633	0.346	0.196	8.45738498472907e-250	2	BCL2
ITM2A	2.59053100607713e-251	0.468820082298937	0.549	0.401	5.56238817624881e-247	2	ITM2A
RNF19A	2.29402096853345e-246	0.366138744719941	0.633	0.502	4.92572182363502e-242	2	RNF19A
C12orf57	3.96817997167673e-246	0.285819989517007	0.746	0.631	8.52047603518428e-242	2	C12orf57
RGCC1	1.54463949142904e-225	0.423193823391223	0.711	0.59	3.31664991599643e-221	2	RGCC
CD44	1.01888026267732e-224	0.304132250802007	0.7	0.561	2.18773970002074e-220	2	CD44
AC058791.1	4.81552971268759e-222	0.355748148147549	0.553	0.411	1.03399053990828e-217	2	AC058791.1
DDX24	6.25496461074374e-208	0.250844076530732	0.869	0.801	1.3430660012189e-203	2	DDX24
MT1E	1.19433758484519e-205	0.394476718631253	0.255	0.132	2.56448166217959e-201	2	MT1E
FABP5	9.54904171251487e-203	0.486014763745493	0.401	0.266	2.05037023651119e-198	2	FABP5
GADD45A	6.9331881423108e-198	0.404979521712171	0.549	0.422	1.48869415791698e-193	2	GADD45A
GADD45G	5.13758301142743e-192	0.39119100615352	0.508	0.362	1.1031418242137e-187	2	GADD45G
BATF	1.90694765690808e-191	0.551441087430729	0.287	0.168	4.09459800891302e-187	2	BATF
AC016831.5	3.94375292267428e-185	0.320150936592209	0.466	0.338	8.46802627556622e-181	2	AC016831.5
PTMS	2.73046588958129e-184	0.273796246884551	0.276	0.153	5.86285635810895e-180	2	PTMS
PLK3	5.17540958182098e-182	0.33765984423962	0.33	0.206	1.1112639454086e-177	2	PLK3
CITED2	2.36228952724927e-177	0.326666781694784	0.658	0.559	5.07230807290964e-173	2	CITED2
FOXO1	5.61394784973545e-174	0.276013911599823	0.269	0.155	1.2054268822952e-169	2	FOXO1
TRBC11	7.99969368861404e-174	0.366405669911426	0.692	0.584	1.71769422881921e-169	2	TRBC1
PTGES3	3.18765317397345e-171	0.296431740244919	0.758	0.68	6.84452889515579e-167	2	PTGES3
PRDX1	2.70136185993441e-168	0.392913869546548	0.446	0.328	5.80036418565116e-164	2	PRDX1
GSPT1	2.46192648141847e-167	0.339404775074506	0.441	0.323	5.28624854090173e-163	2	GSPT1
ZFAS1	3.85633454850028e-151	0.277230222711711	0.776	0.71	8.2803215425398e-147	2	ZFAS1
PPP1R2	1.35695006753167e-148	0.279442349873485	0.68	0.6	2.91364318500399e-144	2	PPP1R2
RUNX3	7.69860230342172e-146	0.295475375255454	0.763	0.705	1.65304388659071e-141	2	RUNX3
IDS	2.24075163504046e-144	0.263446339114058	0.71	0.635	4.81134191075887e-140	2	IDS
LTB	2.53450145351148e-143	0.54486367261631	0.282	0.179	5.44208152097985e-139	2	LTB
TUBA1A	4.86418527367139e-135	0.272209153567664	0.645	0.549	1.04443786196272e-130	2	TUBA1A
SNHG12	7.98167769452594e-135	0.27366368908121	0.599	0.503	1.71382583456861e-130	2	SNHG12
BTG3	5.20000494247316e-134	0.359660371963085	0.437	0.336	1.11654506124784e-129	2	BTG3
ODC1	1.10039609276989e-130	0.291993047375318	0.489	0.387	2.36277049039551e-126	2	ODC1
TUBB2A	3.53040045257793e-125	0.27209364936102	0.335	0.231	7.58047585177532e-121	2	TUBB2A
SAMSN1	1.85195033940029e-123	0.324516902615072	0.512	0.413	3.9765077687603e-119	2	SAMSN1
WNK1	1.68936900835148e-105	0.254346756447327	0.359	0.267	3.6274131347323e-101	2	WNK1
RBPJ	2.70789575872899e-102	0.327867080946832	0.282	0.197	5.81439377314288e-98	2	RBPJ
TNFSF9	1.29240932455506e-98	0.3905368162261	0.326	0.234	2.77506130168463e-94	2	TNFSF9
PBXIP1	7.28782408267954e-81	0.2517970369052	0.308	0.229	1.56484158703295e-76	2	PBXIP1
RGS2	3.82976765715658e-80	0.304455645467553	0.603	0.542	8.22327711344661e-76	2	RGS2
NR3C1	2.67983786259519e-79	0.273321344023774	0.467	0.396	5.7541478585644e-75	2	NR3C1
CRTAM	1.01962477463726e-70	0.291900427974578	0.36	0.276	2.18933831610112e-66	2	CRTAM
HSPB1	3.14379504208412e-61	0.271969033767778	0.528	0.464	6.75035671436301e-57	2	HSPB1
PHLDA1	3.7861012593896e-61	0.286196862089645	0.432	0.364	8.12951662416134e-57	2	PHLDA1
KCNQ1OT1	1.59918854539307e-45	0.273152080992929	0.337	0.278	3.43377764466799e-41	2	KCNQ1OT1
IFI6	3.33514451205535e-37	0.271806094542853	0.358	0.314	7.16122229628525e-33	2	IFI6
IL7R1	0	1.94475540822885	0.974	0.135	0	3	IL7R
PLIN2	0	1.51320246541542	0.797	0.395	0	3	PLIN2
HPGDS	0	1.31882917804185	0.611	0.006	0	3	HPGDS
SLAMF1	0	1.28314718809046	0.626	0.029	0	3	SLAMF1
HPGD	0	1.21641412660072	0.598	0.06	0	3	HPGD
LMNA	0	1.19888389589138	0.881	0.457	0	3	LMNA
SOX4	0	1.1798148824264	0.514	0.105	0	3	SOX4
ICOS	0	1.16370702876369	0.626	0.07	0	3	ICOS
TXNIP	0	1.1561538229302	0.894	0.746	0	3	TXNIP
CDO1	0	1.10739793729617	0.26	0.005	0	3	CDO1
IL321	0	1.08009942431376	0.93	0.605	0	3	IL32
GAP43	0	1.0739731714965	0.468	0.003	0	3	GAP43
PNMT	0	1.06571609394143	0.511	0.021	0	3	PNMT
CAPG	0	1.04330677447659	0.677	0.091	0	3	CAPG
IFI44L	0	1.03442110531034	0.672	0.162	0	3	IFI44L
KLRB11	0	1.03438280733155	0.972	0.664	0	3	KLRB1
GATA3	0	1.022564916828	0.787	0.328	0	3	GATA3
FABP51	0	1.02100475941539	0.612	0.273	0	3	FABP5
LTB1	0	1.01649342669234	0.594	0.175	0	3	LTB
IL1RL1	0	1.00632098208513	0.409	0.007	0	3	IL1RL1
BIRC3	0	0.969749965848032	0.731	0.308	0	3	BIRC3
RGS11	0	0.947948060897401	0.9	0.65	0	3	RGS1
GNA15	0	0.940211346042466	0.569	0.075	0	3	GNA15
FXYD5	0	0.932721958329348	0.966	0.679	0	3	FXYD5
KRT1	0	0.924303700664994	0.396	0.003	0	3	KRT1
HES4	0	0.902486543037967	0.582	0.178	0	3	HES4
GADD45G1	0	0.879891159316666	0.794	0.366	0	3	GADD45G
TNFAIP3	0	0.878742210122429	0.983	0.823	0	3	TNFAIP3
FAM107B	0	0.86349404944154	0.823	0.51	0	3	FAM107B
PHLDA11	0	0.855471674843399	0.74	0.355	0	3	PHLDA1
IL10RA	0	0.835042489186983	0.679	0.318	0	3	IL10RA
RORA	0	0.816870092734664	0.887	0.574	0	3	RORA
AQP3	0	0.780718625553953	0.333	0.079	0	3	AQP3
PRNP	0	0.773079507360603	0.673	0.243	0	3	PRNP
PHTF2	0	0.76214320799908	0.556	0.114	0	3	PHTF2
PTGDR2	0	0.741433393162891	0.387	0.004	0	3	PTGDR2
ARL4A	0	0.729638040238952	0.785	0.426	0	3	ARL4A
DUSP6	0	0.728726311427229	0.542	0.184	0	3	DUSP6
MBOAT2	0	0.721696276574679	0.398	0.007	0	3	MBOAT2
ISG15	0	0.717674676174448	0.785	0.477	0	3	ISG15
VIM	0	0.717244351245196	0.983	0.858	0	3	VIM
ZFP36L21	0	0.710942522673385	0.991	0.934	0	3	ZFP36L2
NR3C11	0	0.707424890704158	0.762	0.389	0	3	NR3C1
KDM1A	0	0.703305916100749	0.45	0.063	0	3	KDM1A
LY6E	0	0.702230589879062	0.9	0.695	0	3	LY6E
FAM129A	0	0.69936849838909	0.587	0.173	0	3	FAM129A
TSC22D31	0	0.695105152763143	0.997	0.958	0	3	TSC22D3
SOCS3	0	0.690725512812218	0.572	0.196	0	3	SOCS3
CD521	0	0.685165138383214	0.912	0.452	0	3	CD52
IL17RB	0	0.6828373914471	0.327	0.003	0	3	IL17RB
BASP1	0	0.663291921329124	0.381	0.065	0	3	BASP1
STK24	0	0.662476634737796	0.562	0.183	0	3	STK24
IFI61	0	0.652865073875499	0.657	0.302	0	3	IFI6
CXCR41	0	0.650396154953146	0.956	0.791	0	3	CXCR4
MSRB3	0	0.648307327670333	0.346	0.004	0	3	MSRB3
CFAP36	0	0.645560990870891	0.45	0.068	0	3	CFAP36
AHR	0	0.642266998863724	0.478	0.1	0	3	AHR
EZR	0	0.641499478705613	0.905	0.671	0	3	EZR
RPL13	0	0.637407543962126	1	1	0	3	RPL13
KLF6	0	0.636511844948445	0.987	0.926	0	3	KLF6
TNFRSF18	0	0.634649963451774	0.642	0.216	0	3	TNFRSF18
RPS11	0	0.62956860340018	0.995	0.947	0	3	RPS11
RPL23	0	0.619721979440723	0.984	0.871	0	3	RPL23
IL2RA	0	0.613848264126731	0.359	0.027	0	3	IL2RA
RAPGEF2	0	0.610313213171257	0.389	0.056	0	3	RAPGEF2
GATA3-AS1	0	0.599996958898894	0.315	0.007	0	3	GATA3-AS1
CYSLTR1	0	0.599658450815369	0.371	0.057	0	3	CYSLTR1
BATF1	0	0.589905437176075	0.499	0.172	0	3	BATF
CDKN1A	0	0.587782685084218	0.545	0.214	0	3	CDKN1A
RPS18	0	0.584926490473227	1	0.998	0	3	RPS18
SCN2A	0	0.575368026602963	0.289	0.002	0	3	SCN2A
STARD4	0	0.575081762392451	0.45	0.132	0	3	STARD4
S100A11	0	0.573559872021312	0.799	0.407	0	3	S100A11
DPP4	0	0.571736615169192	0.337	0.016	0	3	DPP4
TNFSF10	0	0.564403409088451	0.438	0.146	0	3	TNFSF10
RPL361	0	0.560156832812785	1	0.988	0	3	RPL36
NTRK1	0	0.558638655109863	0.313	0.007	0	3	NTRK1
IL18R1	0	0.557024872690415	0.415	0.096	0	3	IL18R1
FAM102A	0	0.55183595662705	0.408	0.1	0	3	FAM102A
TMEM123	0	0.550341110208781	0.628	0.246	0	3	TMEM123
TESPA1	0	0.549760303015701	0.361	0.042	0	3	TESPA1
CSGALNACT1	0	0.545076291255044	0.287	0.016	0	3	CSGALNACT1
ABHD17B	0	0.542583769495495	0.452	0.153	0	3	ABHD17B
RPL27A	0	0.540704489628657	0.978	0.856	0	3	RPL27A
RPL18A	0	0.537123705733741	1	0.998	0	3	RPL18A
IRS2	0	0.536447581231566	0.586	0.254	0	3	IRS2
SELL	0	0.536317564848634	0.41	0.111	0	3	SELL
PLP2	0	0.534512132704398	0.664	0.322	0	3	PLP2
TNFRSF25	0	0.530874817329237	0.347	0.043	0	3	TNFRSF25
GPR183	0	0.529577741595676	0.484	0.105	0	3	GPR183
ALAS1	0	0.525988047316524	0.295	0.047	0	3	ALAS1
RPS20	0	0.522869551341717	0.991	0.93	0	3	RPS20
RSAD2	0	0.518111729352058	0.286	0.03	0	3	RSAD2
RBMS1	0	0.51796473956423	0.615	0.278	0	3	RBMS1
RPL35	0	0.516867280403547	0.997	0.966	0	3	RPL35
SCART1	0	0.516860773377446	0.296	0.008	0	3	SCART1
CDC14A	0	0.515247121645001	0.44	0.136	0	3	CDC14A
KLF5	0	0.512055830847669	0.273	0.019	0	3	KLF5
RPL13A	0	0.507086963035278	1	0.993	0	3	RPL13A
PLK31	0	0.504077263191036	0.524	0.213	0	3	PLK3
KLHL6	0	0.503454429584727	0.385	0.09	0	3	KLHL6
KCNMA1	0	0.470381135743849	0.253	0.016	0	3	KCNMA1
FTH1	0	0.470149920263785	1	0.998	0	3	FTH1
CHDH	0	0.467076779962209	0.259	0.005	0	3	CHDH
IFI44	0	0.462411645786334	0.38	0.1	0	3	IFI44
TNFRSF4	0	0.461260477230966	0.386	0.114	0	3	TNFRSF4
RPL37A	0	0.450227883547858	1	0.989	0	3	RPL37A
RPL10A	0	0.44882195554354	0.999	0.987	0	3	RPL10A
RPL8	0	0.446871940133347	1	0.997	0	3	RPL8
RPL29	0	0.446148009340898	1	0.998	0	3	RPL29
NDFIP2	0	0.438279264867416	0.304	0.05	0	3	NDFIP2
RPS5	0	0.434761575948714	0.999	0.986	0	3	RPS5
RPL28	0	0.43468356150756	1	1	0	3	RPL28
RPL9	0	0.426949622252993	1	0.994	0	3	RPL9
TMEM273	0	0.42483538773249	0.265	0.026	0	3	TMEM273
TPT1	0	0.423436507018908	1	1	0	3	TPT1
CD84	0	0.422802481156903	0.335	0.087	0	3	CD84
ROGDI	0	0.421932639610193	0.26	0.033	0	3	ROGDI
REEP3	0	0.418526576685974	0.322	0.074	0	3	REEP3
RPL12	0	0.417655826486392	1	0.998	0	3	RPL12
RPS6	0	0.416486983908022	1	0.995	0	3	RPS6
RPL38	0	0.414019326732993	0.993	0.931	0	3	RPL38
RPL7	0	0.408294633913624	0.99	0.939	0	3	RPL7
FURIN	0	0.397658408773046	0.338	0.098	0	3	FURIN
RUNX2	0	0.397209442271221	0.292	0.068	0	3	RUNX2
RACK1	0	0.396284782867558	0.998	0.985	0	3	RACK1
RPL32	0	0.394155004252703	1	0.999	0	3	RPL32
NUDT16	0	0.389117469167726	0.296	0.068	0	3	NUDT16
ARHGAP5	0	0.370858753076179	0.286	0.068	0	3	ARHGAP5
FAM241A	0	0.368770598670062	0.281	0.061	0	3	FAM241A
DSE	0	0.362359921654243	0.258	0.054	0	3	DSE
RPS16	0	0.348606196904791	1	0.99	0	3	RPS16
RPS15	0	0.346598892932811	1	0.999	0	3	RPS15
RPL10	0	0.345458695533742	1	1	0	3	RPL10
THEM4	0	0.344779969816243	0.279	0.067	0	3	THEM4
RPS25	0	0.343796189155885	0.999	0.995	0	3	RPS25
REC8	0	0.34353539528872	0.265	0.06	0	3	REC8
RPL15	0	0.34210448895125	1	0.996	0	3	RPL15
RPL19	0	0.340619137236379	1	0.999	0	3	RPL19
RPL11	0	0.32852811859901	1	0.999	0	3	RPL11
RPL26	0	0.327373282704329	1	0.997	0	3	RPL26
RPL37	0	0.324132342969974	1	0.999	0	3	RPL37
RPL34	0	0.322586420499367	1	0.999	0	3	RPL34
RPS24	0	0.319071527060435	1	0.999	0	3	RPS24
RPL41	0	0.312865359547469	1	1	0	3	RPL41
RPL24	0	0.306873215706137	0.999	0.994	0	3	RPL24
RPL18	0	0.303363486130846	1	0.998	0	3	RPL18
RPS291	0	0.302721869801142	1	0.995	0	3	RPS29
RPS28	0	0.301905676248338	1	0.999	0	3	RPS28
EEF1A1	0	0.28428229506108	1	1	0	3	EEF1A1
RPL30	0	0.275188890747469	1	0.999	0	3	RPL30
TIMP1	0	0.256987118416243	0.542	0.157	0	3	TIMP1
ZBTB161	7.49509874677921e-308	0.492689843648513	0.661	0.304	1.60934760290843e-303	3	ZBTB16
TNFRSF91	1.08738188347058e-307	0.505402990574237	0.434	0.151	2.33482638018803e-303	3	TNFRSF9
RPLP0	2.02721660471949e-305	0.410919401515372	0.996	0.96	4.35283949365369e-301	3	RPLP0
S100A41	1.80419107164603e-303	0.398433726958364	0.975	0.736	3.87395906903835e-299	3	S100A4
TNFAIP8	1.99375182899169e-300	0.548164621833475	0.531	0.226	4.28098392721095e-296	3	TNFAIP8
CD48	5.61204501305454e-299	0.499351604984089	0.929	0.74	1.20501830520307e-294	3	CD48
SAMSN11	4.26677280369686e-294	0.53407602059647	0.746	0.413	9.1616145640979e-290	3	SAMSN1
CCNI	2.47900740046775e-291	0.460281347593778	0.954	0.802	5.32292469028435e-287	3	CCNI
C1orf162	1.27991706875811e-287	0.407332063453587	0.475	0.177	2.74823793003742e-283	3	C1orf162
SPATS2L	1.23257498238532e-279	0.375889933579072	0.341	0.107	2.64658500217777e-275	3	SPATS2L
ELOVL5	1.68351390062364e-276	0.525637083987573	0.65	0.329	3.61484104741908e-272	3	ELOVL5
SYPL1	1.05860670186748e-275	0.388244358700214	0.415	0.15	2.27304031024985e-271	3	SYPL1
SEPT11	3.63763951878705e-268	0.398232885025531	0.383	0.135	7.81073957473955e-264	3	SEPT11
S100A6	1.13468372835357e-267	0.464247373442217	0.93	0.708	2.43639290152079e-263	3	S100A6
HLA-A	2.67268201178914e-266	0.319865887713754	1	0.997	5.73878281571363e-262	3	HLA-A
TMEM238	7.38388144671845e-264	0.396629845912283	0.405	0.149	1.58546702423939e-259	3	TMEM238
RCBTB2	6.32050147920578e-261	0.428474759070452	0.365	0.125	1.35713807761507e-256	3	RCBTB2
CHCHD10	1.14159926354872e-257	0.439148478106005	0.475	0.198	2.45124193869181e-253	3	CHCHD10
RPS13	8.12572105606401e-256	0.273515797029765	1	0.997	1.74475482515806e-251	3	RPS13
RCAN3	2.54922682935787e-255	0.320488754671272	0.293	0.088	5.47369984799722e-251	3	RCAN3
TMEM173	1.43975908193679e-254	0.374970446211266	0.408	0.149	3.09145070073467e-250	3	TMEM173
PAG1	3.77418977925661e-254	0.378896060442485	0.338	0.113	8.10394029401979e-250	3	PAG1
RPL23A	8.55129825867512e-251	0.281058631849101	0.999	0.992	1.83613476210272e-246	3	RPL23A
ARHGAP15	3.0658729690332e-248	0.411801144657017	0.485	0.203	6.58304243910809e-244	3	ARHGAP15
UBA52	1.28564277630158e-246	0.287186229239109	0.999	0.987	2.76053216927475e-242	3	UBA52
RPS2	7.51057733204242e-246	0.261320336285002	1	0.999	1.61267116473615e-241	3	RPS2
EIF2AK2	1.45643409745136e-244	0.455997349474912	0.511	0.228	3.12725529404757e-240	3	EIF2AK2
CD441	3.41247059136358e-242	0.436733631717544	0.856	0.572	7.32725685377589e-238	3	CD44
MYC	3.12753000830729e-239	0.406879268359371	0.301	0.097	6.71543243383742e-235	3	MYC
ITK	2.52994588893188e-238	0.406362696625275	0.401	0.152	5.43229981271454e-234	3	ITK
TSEN54	1.79176471336169e-237	0.454107925161866	0.533	0.243	3.84727719253022e-233	3	TSEN54
TSPO	1.78269014310703e-236	0.439496954933882	0.71	0.4	3.82779227527942e-232	3	TSPO
GLRX	2.62602609125131e-234	0.526690457873899	0.631	0.343	5.63860322313481e-230	3	GLRX
TMEM14C	6.42790883900805e-234	0.32178667674318	0.314	0.106	1.38020058591181e-229	3	TMEM14C
AHNAK	6.31960425648998e-229	0.522632326053087	0.644	0.351	1.35694542595353e-224	3	AHNAK
PBXIP11	1.35154880629224e-228	0.387751872996313	0.514	0.228	2.9020455968707e-224	3	PBXIP1
CCDC71L	1.24012520335297e-227	0.400857118048414	0.334	0.118	2.66279683663949e-223	3	CCDC71L
RPLP1	9.90062914704669e-224	0.256947858899361	1	1	2.12586309045387e-219	3	RPLP1
MSMO1	2.45936560549735e-222	0.362859257101292	0.255	0.077	5.28074982812392e-218	3	MSMO1
XAF1	8.47734571899938e-220	0.492449537838169	0.546	0.274	1.82025567278355e-215	3	XAF1
RPS9	2.79829935878942e-219	0.288144193181832	0.999	0.98	6.00850838319264e-215	3	RPS9
RPS8	3.10509766658009e-218	0.269803410048546	1	0.998	6.66726570968076e-214	3	RPS8
AGO2	1.31260393011892e-216	0.425057141110974	0.533	0.255	2.81842315875134e-212	3	AGO2
LMO4	3.18843647418255e-214	0.476436958590081	0.637	0.352	6.84621079736476e-210	3	LMO4
CRYBG1	7.25511799474137e-213	0.550165271145255	0.625	0.344	1.55781893583087e-208	3	CRYBG1
SLCO3A1	9.56696300343865e-210	0.320126074354228	0.326	0.117	2.05421829609835e-205	3	SLCO3A1
ATP1B1	1.51275076514206e-208	0.409211666464134	0.412	0.172	3.24817844291303e-204	3	ATP1B1
NOP53	1.46143562579287e-206	0.402739003681985	0.844	0.608	3.13799457570245e-202	3	NOP53
ERN1	7.41825437195063e-206	0.564593859412657	0.721	0.447	1.59284757874524e-201	3	ERN1
DDIT4	2.55866019299989e-205	0.572094599417635	0.919	0.775	5.49395516640937e-201	3	DDIT4
SSR4	1.11490772360518e-202	0.290134997961476	0.922	0.756	2.39392986412505e-198	3	SSR4
CARD16	3.0738869271037e-201	0.477942550847218	0.673	0.407	6.60025000987706e-197	3	CARD16
LDHB	8.10621175104521e-192	0.424404034167021	0.751	0.482	1.74056578718443e-187	3	LDHB
RPL27	1.01363913635048e-191	0.292518339505018	0.988	0.941	2.17648595357175e-187	3	RPL27
RPL4	1.14313127168889e-191	0.320656704004713	0.974	0.891	2.45453146657038e-187	3	RPL4
PDLIM5	5.00111901742625e-190	0.285523034119645	0.258	0.086	1.07384027542177e-185	3	PDLIM5
AL121944.1	7.70281516005683e-189	0.365136135666369	0.381	0.158	1.6539484711674e-184	3	AL121944.1
RHBDD2	7.83959675285643e-189	0.333425301896784	0.381	0.158	1.68331821477333e-184	3	RHBDD2
STAM	9.36638568415787e-188	0.318979789386305	0.37	0.149	2.01115033410238e-183	3	STAM
GNAQ	7.43498397575135e-187	0.280595274400931	0.265	0.09	1.59643975927333e-182	3	GNAQ
KMT5C	7.66767486710658e-187	0.309147457199176	0.319	0.119	1.64640314746513e-182	3	KMT5C
GLUL	1.56588976463993e-185	0.58523978320715	0.65	0.388	3.36227850263487e-181	3	GLUL
SLC25A33	1.1786500778121e-184	0.380829827902567	0.451	0.209	2.53079744707814e-180	3	SLC25A33
EIF3E	1.2102578177637e-184	0.394906965501999	0.815	0.571	2.59866558630221e-180	3	EIF3E
NDUFV2	2.39956626612969e-180	0.434480213765765	0.579	0.321	5.15234868663366e-176	3	NDUFV2
PPP1CB	1.44250167954343e-177	0.428089292799074	0.761	0.507	3.09733960631565e-173	3	PPP1CB
NINJ1	2.39202649050983e-175	0.38974609758893	0.685	0.397	5.1361592804227e-171	3	NINJ1
ARHGAP18	1.01938182312852e-174	0.336584446755537	0.367	0.155	2.18881665062155e-170	3	ARHGAP18
FOSB1	2.34233006455201e-174	0.388029955460859	0.966	0.861	5.02945111460608e-170	3	FOSB
PXN	3.94595738671352e-174	0.281347242259735	0.296	0.109	8.47275970075126e-170	3	PXN
FKBP5	5.90984408572058e-174	0.42262065027348	0.647	0.384	1.26896172208592e-169	3	FKBP5
RPL22	1.34599357194526e-173	0.257534951384479	0.997	0.983	2.89011739768086e-169	3	RPL22
GDE1	1.56779149846293e-173	0.357849282884849	0.356	0.149	3.36636190549961e-169	3	GDE1
RPL31	3.98807134204774e-173	0.31005354443854	0.96	0.856	8.56318678564491e-169	3	RPL31
TMED10	1.25126801183632e-172	0.387730494500494	0.639	0.373	2.68672267501494e-168	3	TMED10
TAGLN2	4.10209949439818e-170	0.356737913930904	0.935	0.771	8.80802803437177e-166	3	TAGLN2
ERO1A	2.76455971602983e-165	0.279292964713837	0.288	0.11	5.93606262225924e-161	3	ERO1A
PIM2	1.4282384879658e-162	0.442311279774003	0.597	0.352	3.06671368136017e-158	3	PIM2
RARA	2.87697804700687e-161	0.300150889103792	0.374	0.163	6.17744726253315e-157	3	RARA
PEBP1	7.50147276920709e-161	0.360906030151762	0.666	0.402	1.61071623300415e-156	3	PEBP1
SCML4	4.69901336919884e-159	0.310557404471667	0.347	0.145	1.00897215063437e-154	3	SCML4
GMNN	1.02962111955318e-158	0.376669871889858	0.319	0.132	2.21080246790459e-154	3	GMNN
MDFIC	3.90810160899984e-158	0.352173741015834	0.413	0.193	8.39147577484446e-154	3	MDFIC
PRDX2	4.99446613391844e-155	0.345794629483749	0.523	0.278	1.07241176827497e-150	3	PRDX2
ITGB71	5.68512779981365e-155	0.281858754990934	0.377	0.167	1.22071064117599e-150	3	ITGB7
PLEKHF1	7.11391029555589e-153	0.354645915671124	0.429	0.206	1.52749881866176e-148	3	PLEKHF1
GRASP1	1.08598859639353e-152	0.296076289206162	0.775	0.497	2.33183471417619e-148	3	GRASP
MAP2K1	1.86740021680807e-152	0.286527560537123	0.315	0.131	4.00968174553028e-148	3	MAP2K1
MAF1	1.91179944614684e-151	0.279318608846355	0.362	0.156	4.1050157707665e-147	3	MAF
LAT	2.54564543000694e-150	0.331532257916561	0.454	0.224	5.46600986731089e-146	3	LAT
IL4R	1.62942299385113e-149	0.25572453665374	0.283	0.11	3.49869705239715e-145	3	IL4R
FOSL21	1.04739953316289e-148	0.397513460608022	0.816	0.605	2.24897627760735e-144	3	FOSL2
BST2	7.71262966100336e-148	0.41045785367432	0.774	0.567	1.65605584081064e-143	3	BST2
DHRS71	3.02775982907303e-143	0.393757888290903	0.703	0.469	6.50120590498561e-139	3	DHRS7
RNF130	2.19916575778689e-141	0.271274201399418	0.312	0.131	4.72204871512002e-137	3	RNF130
GLO1	1.79382684188734e-140	0.328890156807484	0.339	0.153	3.8517049949005e-136	3	GLO1
GPX4	2.13192844897603e-139	0.340987307844741	0.809	0.599	4.57767676564133e-135	3	GPX4
PPIB	1.06789980599309e-136	0.319900510032964	0.879	0.709	2.29299446342836e-132	3	PPIB
ZFP36L1	5.48556621075714e-136	0.432558497961626	0.774	0.557	1.17786077677377e-131	3	ZFP36L1
NSMCE1	9.87023931192796e-136	0.324194052004118	0.346	0.158	2.11933778505717e-131	3	NSMCE1
SARAF1	7.09189542510195e-134	0.259039621181106	0.978	0.897	1.52277178567789e-129	3	SARAF
CKLF	1.31799334460315e-133	0.357413532028599	0.626	0.378	2.82999530953189e-129	3	CKLF
WDFY2	8.57701710760507e-133	0.262757349805436	0.298	0.127	1.84165711334496e-128	3	WDFY2
GRAMD2B	8.97662701873721e-128	0.250859319109208	0.28	0.116	1.92746135346325e-123	3	GRAMD2B
ANKRD44	7.71763296465989e-127	0.32604206880895	0.517	0.292	1.65713015017177e-122	3	ANKRD44
SQLE	8.67488010713893e-127	0.278006928426307	0.289	0.124	1.86267025660487e-122	3	SQLE
SRGN1	5.91387318838329e-126	0.353900623151193	0.999	0.99	1.26982685100966e-121	3	SRGN
HMOX2	3.25949987199334e-125	0.354777203673976	0.391	0.198	6.9987981251441e-121	3	HMOX2
MECP2	5.04012724595763e-125	0.323307208922292	0.499	0.277	1.08221612225202e-120	3	MECP2
PDCD41	6.26792893997675e-125	0.346710864563833	0.76	0.549	1.34584970199181e-120	3	PDCD4
GNAS	3.48291951343549e-124	0.266045238237756	0.965	0.897	7.47852477924869e-120	3	GNAS
PTGER4	7.71569846057083e-123	0.347439804924616	0.783	0.572	1.65671477345377e-118	3	PTGER4
NPC2	8.14457364837537e-123	0.27126742881842	0.482	0.26	1.74880285377916e-118	3	NPC2
EEF2	2.79526389749808e-120	0.281756025915783	0.918	0.785	6.00199064070788e-116	3	EEF2
IVNS1ABP	4.48535075972404e-118	0.313887622132768	0.509	0.289	9.63094515127946e-114	3	IVNS1ABP
RPS6KA3	5.88687231953076e-118	0.269644478867741	0.374	0.185	1.26402922444964e-113	3	RPS6KA3
FBXO34	9.07161020413951e-116	0.273713910096918	0.412	0.212	1.94785614303283e-111	3	FBXO34
PCNX4	2.45998765979992e-115	0.273822578324322	0.276	0.12	5.28208550312239e-111	3	PCNX4
HINT1	9.87922742993765e-115	0.272325646578457	0.926	0.802	2.12126771375621e-110	3	HINT1
FOS1	4.83489462985572e-112	0.350958130167333	0.99	0.969	1.03814857492262e-107	3	FOS
INSIG1	3.14710627164549e-107	0.396885245288786	0.506	0.308	6.75746658647719e-103	3	INSIG1
SESN1	7.2076212398449e-107	0.268999133774392	0.333	0.162	1.5476204326195e-102	3	SESN1
HERC1	3.27935838915027e-106	0.276318129199503	0.352	0.178	7.04143833318346e-102	3	HERC1
